Id,FirstName,LastName,DateOfBirth,Country,Height,Weight,Position,JerseyNumber,TeamId,minimal_date_expereince
213cd91f-f917-4692-bbd3-8ac0842ab2a9,Heida,Heed,23.07.1990,Philippines,1.34,67.42,0,15,815baa9d-02cc-49ae-bf3e-0e8958712efb,23.07.1998
abeaf768-fd0c-4fce-ba51-139f76f91420,Veronike,Pacheco,17.12.1995,China,1.44,133.87,1,16,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,17.12.2003
e3179262-2c0b-4904-86f2-7ac13237bb4a,Nappy,Tremethack,22.05.2003,China,1.27,186.58,1,17,e089d826-6001-45ae-9c5f-0109c044c30b,22.05.2011
097970bc-8757-4b5c-8e78-dc25bbd0df40,Agata,Hebblethwaite,05.11.1999,Albania,1.67,103.38,2,18,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,05.11.2007
2194cf34-d874-4f8d-898d-d691803db2ad,Caria,Master,30.11.1990,Japan,1.67,150.12,0,19,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,30.11.1998
0c58b493-d29e-4554-8015-94e66f36b0d1,Mickie,Sibun,30.05.2005,China,1.56,116.39,2,20,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,30.05.2013
22904e17-d5c7-4c08-a1f2-7ee9f1afd113,Reamonn,Twopenny,18.05.2001,Colombia,1.51,191.23,2,21,b824de3c-cacf-4489-84ca-b7801cba3db7,18.05.2009
f2c8621c-e235-4039-b8e1-321cafd6e7a0,Ripley,Gorey,10.07.1988,Indonesia,1.76,117.57,0,22,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,10.07.1996
fdcd6f04-2290-4181-a0c1-3344c1618d30,Simon,Whitehouse,03.10.1997,Belarus,1.91,199.9,0,23,6240b294-5b27-4d32-b593-d0d73d57bce7,03.10.2005
70f9151f-af6e-4448-9974-c853cc1ebf36,Sheree,Kirkham,26.10.2005,China,1.57,105.89,0,24,3748229b-f545-4303-a4f0-bf39565f86f2,26.10.2013
f30b8021-852b-4474-b309-8899ff7eaf4d,Jermaine,Grindrod,11.02.1994,Brazil,1.34,135.46,2,25,710fbb15-7b65-40f3-99f6-a7e990cb4b53,11.02.2002
46013755-8204-412a-a83b-b99510db73f0,Isidor,Pleasaunce,13.11.2002,Brazil,1.73,143.28,2,26,5cf08038-6c03-4d00-99ce-15c927bb71c0,13.11.2010
fda765fb-d386-4b9c-b28d-ff2e964fcebc,Sanson,Hanbidge,15.01.2006,Canada,1.75,170.38,2,27,c8b20b59-51b1-4f8b-a3eb-26e207287184,15.01.2014
0bd54562-ff06-43e2-a9cc-46e628505909,Eimile,Ferrao,28.06.1995,Peru,1.45,191.99,0,28,05d02e85-9789-441d-b28f-689c6511cf7e,28.06.2003
e32b666d-dcf4-4a21-b248-b7a4097c0e8e,Ranice,Morando,29.07.1999,Brazil,1.73,90.7,1,29,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,29.07.2007
c420f05a-8f00-4223-a1c5-164b53845301,Chrotoem,Goldup,15.08.1987,Mongolia,1.55,74.27,0,30,a621843d-fee4-4f59-82b2-62a0cf74549f,15.08.1995
d3f3756c-c49e-4dac-8278-21912b1e5f71,Mersey,Kivelle,17.09.1999,Palestinian Territory,1.4,192.73,2,31,26cc1c37-325f-473c-84cb-f3db7140369c,17.09.2007
7bb8a5bd-6db7-4a8e-acc3-d81a5aaf7c75,Philippe,Ferier,03.10.1987,China,1.01,60.01,2,32,52d36a44-a02a-4729-9ffc-9a1241623042,03.10.1995
e3b04be9-0d03-47c7-ad07-ceaaa2cbc76d,Worthy,Currm,05.03.1998,Czech Republic,1.57,153.88,1,33,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,05.03.2006
fe43c798-6ab2-481d-8dd8-faf045ead1b0,Dode,Kennicott,12.09.1987,Philippines,1.78,122.93,1,34,f74c7855-407a-4989-9079-1e0e98ed1232,12.09.1995
44a4b786-c761-42f4-a45b-a2db6f778df4,Ruth,Corbould,14.10.2004,Philippines,1.58,181.37,0,35,815baa9d-02cc-49ae-bf3e-0e8958712efb,14.10.2012
2c64483d-ed08-4453-ad25-b0cc6128fb79,Onofredo,Horrigan,31.07.2005,Costa Rica,1.05,60.75,2,36,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,31.07.2013
456169d7-8263-45c0-908a-859e51b5c2bf,Cello,Gong,05.12.1999,Mauritius,1.81,126.05,1,37,e089d826-6001-45ae-9c5f-0109c044c30b,05.12.2007
8dfbd65f-6837-4c17-8518-646933859310,Gordy,Hegges,09.10.2005,Russia,1.1,108.84,2,38,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,09.10.2013
311c1203-1822-4a85-8790-2d9044709259,Zachery,Milroy,28.12.2000,Philippines,1.59,194.07,2,39,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,28.12.2008
4fcfb07a-1506-444d-8470-ff4a204fc5f5,Eugenie,Gealle,09.04.1997,China,1.18,184.16,0,40,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,09.04.2005
a460508e-669f-469d-a626-fae85f12cf3c,Sydelle,MacDonnell,21.08.1998,Czech Republic,1.67,59.58,0,41,b824de3c-cacf-4489-84ca-b7801cba3db7,21.08.2006
839879d5-cfd4-401d-8c5c-b720bb8c86bf,Jammie,Thebeau,15.04.1997,Cameroon,1.92,151.95,2,42,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,15.04.2005
3deae907-b2dc-43ba-9459-3d167d1f4388,Darb,Tams,05.08.2005,France,1.65,162.58,0,43,6240b294-5b27-4d32-b593-d0d73d57bce7,05.08.2013
1d25815f-af22-4508-a0cb-a5a9b7c8de3b,Orsola,Bedbury,26.07.2000,Argentina,1.72,147.45,2,44,3748229b-f545-4303-a4f0-bf39565f86f2,26.07.2008
6f1c18c0-e8cb-4347-9b3b-d9dd39c806b3,Warde,Lukehurst,09.11.1994,Czech Republic,1.55,158.84,1,45,710fbb15-7b65-40f3-99f6-a7e990cb4b53,09.11.2002
42801764-a3d9-4197-8e0e-5dbf49909aa4,Karlotte,Bearne,06.06.1999,Japan,1.0,169.35,1,46,5cf08038-6c03-4d00-99ce-15c927bb71c0,06.06.2007
2234a56c-c99f-4b3d-ab0f-2021a3711fac,Aguie,Frankum,13.11.2003,Portugal,1.81,134.78,1,47,c8b20b59-51b1-4f8b-a3eb-26e207287184,13.11.2011
4a656e3e-48ea-40fe-b6cd-451101275fea,Mikaela,Lewis,05.12.1990,United States,1.05,194.19,0,48,05d02e85-9789-441d-b28f-689c6511cf7e,05.12.1998
d039b6bf-a05b-4608-aee0-6886c9fade05,Mufinella,Bourdas,25.03.1997,Indonesia,1.67,103.2,1,49,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,25.03.2005
29cd7358-a8e7-4bd8-91b7-7d90ca0bd117,Drusie,Reedshaw,03.02.1994,Haiti,1.94,194.63,0,50,a621843d-fee4-4f59-82b2-62a0cf74549f,03.02.2002
8421d93d-fb97-453e-a819-2d2efec8c331,Kathe,Ratnage,06.07.1992,Myanmar,1.41,80.7,0,51,26cc1c37-325f-473c-84cb-f3db7140369c,06.07.2000
13955068-7218-47a4-ac0d-23cf21ba34ea,Ericha,Byway,27.02.1994,Russia,1.51,81.36,0,52,52d36a44-a02a-4729-9ffc-9a1241623042,27.02.2002
6b5b5991-6ff4-4ba0-956b-eb0b01438ffb,Jere,Combe,11.07.1998,Iceland,1.18,169.36,2,53,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,11.07.2006
b2b6186b-b676-4cb0-8dac-4f4de004c038,Debee,Dy,03.11.2004,Russia,1.24,68.61,0,54,f74c7855-407a-4989-9079-1e0e98ed1232,03.11.2012
a2c15dd3-6343-4408-9730-f1f970e1260f,Clem,Hanwright,30.10.2005,Senegal,1.27,53.97,2,55,815baa9d-02cc-49ae-bf3e-0e8958712efb,30.10.2013
aa01f98e-82ef-417c-926f-3e25e973d008,Lucila,Blacksland,21.12.1998,Pakistan,1.03,92.39,1,56,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,21.12.2006
3f26aada-5554-485a-a4cf-8a93fb7c7fbf,Linc,Gadson,15.11.1989,China,1.35,52.1,2,57,e089d826-6001-45ae-9c5f-0109c044c30b,15.11.1997
e0718f13-c118-4036-bd36-28f9baf9b4be,Rickie,Mallinder,22.02.2001,France,1.34,160.85,1,58,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,22.02.2009
4f24d061-eddf-4ba3-8179-2019d22e5608,Eydie,Schutter,13.09.1997,Indonesia,1.38,192.25,2,59,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,13.09.2005
6c093d40-d826-4a04-be46-405ac5794f41,Pandora,Chipp,13.11.1985,Spain,1.05,165.35,1,60,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,13.11.1993
219ef562-6d9e-4da6-8cde-f9e5d134c722,Yolanthe,Francom,11.04.1999,China,1.49,183.74,1,61,b824de3c-cacf-4489-84ca-b7801cba3db7,11.04.2007
f7cf73c2-e299-44d4-8c42-46bb6a60dd06,Olwen,Farney,15.10.2002,Philippines,1.53,145.6,1,62,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,15.10.2010
99b4db20-df26-4294-af29-306032a9c797,Griselda,Ballsdon,24.05.1996,United States,1.89,140.88,2,63,6240b294-5b27-4d32-b593-d0d73d57bce7,24.05.2004
ca6d0794-bb1b-4724-bd47-cb06531cb8e0,Loni,Slorance,07.12.2004,China,1.74,69.64,1,64,3748229b-f545-4303-a4f0-bf39565f86f2,07.12.2012
7dbe4d7b-b869-47f0-8b47-5c2b53905915,Deb,Farrance,03.10.2003,China,1.54,113.22,2,65,710fbb15-7b65-40f3-99f6-a7e990cb4b53,03.10.2011
c3c58751-40a6-4695-b0d8-6a4c169149f5,Lauren,Tallant,19.10.1995,China,1.94,199.97,1,66,5cf08038-6c03-4d00-99ce-15c927bb71c0,19.10.2003
b4e81f54-8da6-4ad3-82e1-edcb8fa52850,Koren,Kendell,24.03.2003,Indonesia,1.07,132.55,0,67,c8b20b59-51b1-4f8b-a3eb-26e207287184,24.03.2011
de52dfb3-a4f6-4b63-8e11-d2b3ed691824,Claudian,Beggs,28.09.1994,Sweden,1.75,170.27,0,68,05d02e85-9789-441d-b28f-689c6511cf7e,28.09.2002
7ca52392-6427-4b01-b0a5-16cd56eebf33,Koralle,Tuvey,02.12.2003,Ireland,1.56,68.33,0,69,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,02.12.2011
3c486c7d-8be2-467d-ad23-75e81a2eefeb,Berty,Stallan,21.11.1999,China,1.81,68.21,2,70,a621843d-fee4-4f59-82b2-62a0cf74549f,21.11.2007
2f753d51-ad12-48b2-97a9-98e6bd9b5693,Robby,Peatt,27.02.1996,Argentina,1.28,126.78,2,71,26cc1c37-325f-473c-84cb-f3db7140369c,27.02.2004
85a0a8e0-f2d2-4641-881b-effe9824642c,Wheeler,Soane,03.02.2005,Czech Republic,1.56,73.48,0,72,52d36a44-a02a-4729-9ffc-9a1241623042,03.02.2013
ad801788-ef1c-40a8-be27-9a8896927fb2,Kelli,Puvia,17.12.2003,Uzbekistan,1.13,79.76,2,73,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,17.12.2011
0f2e35ef-8433-496f-9340-a005115b0833,Jammal,Niles,12.08.2001,Japan,1.91,62.79,2,74,f74c7855-407a-4989-9079-1e0e98ed1232,12.08.2009
d654365c-71ea-4000-bb71-3fd59572a46f,Tod,Sim,06.09.1994,Azerbaijan,1.43,80.74,2,75,815baa9d-02cc-49ae-bf3e-0e8958712efb,06.09.2002
4e209f2f-7be3-4c9a-8fac-8979a919d0a8,Kristal,Antrag,09.08.1993,Philippines,1.72,98.0,0,76,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,09.08.2001
876ddbee-3a24-4155-8c70-15ad3789b45d,Ambrosio,Bogace,11.09.2005,Nigeria,1.32,72.91,2,77,e089d826-6001-45ae-9c5f-0109c044c30b,11.09.2013
47768a57-d03d-40c2-a59b-fe2bcab3711d,Wanids,Pringour,17.03.1991,China,1.25,51.57,0,78,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,17.03.1999
5f9d6bc9-4d5c-4bf0-ab74-0580406539fb,Padraic,Dunsire,22.06.1994,Mexico,1.27,87.51,2,79,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,22.06.2002
174e5810-8346-498a-8135-8f83ea26dc10,Teriann,Mattiazzo,07.12.1993,China,1.94,102.07,2,80,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,07.12.2001
5e9814bf-fe5c-4c1f-95ff-ce6e0cf37041,Emilie,Smidmore,14.02.2000,China,1.27,62.56,0,81,b824de3c-cacf-4489-84ca-b7801cba3db7,14.02.2008
c0859940-ef92-43d8-a137-9cc4895462bf,Dexter,Pimmocke,07.12.1993,Venezuela,1.13,98.76,2,82,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,07.12.2001
3fef5d79-93d9-4509-b4c6-bf37056965fa,Nata,Maylam,04.10.1998,Cyprus,1.04,182.52,1,83,6240b294-5b27-4d32-b593-d0d73d57bce7,04.10.2006
648f0f49-e1a2-4e98-b9c8-175c1fbefdf4,Sabrina,Geibel,02.07.1998,Poland,1.67,73.47,0,84,3748229b-f545-4303-a4f0-bf39565f86f2,02.07.2006
d39289ce-58d7-4418-ad02-61b0a4423e3d,Bailey,Winsiowiecki,09.07.1990,Greece,1.0,58.03,0,85,710fbb15-7b65-40f3-99f6-a7e990cb4b53,09.07.1998
083f0b78-3603-49f5-873e-012a19f9e434,Liliane,Di Dello,30.11.1994,Macedonia,1.39,124.13,0,86,5cf08038-6c03-4d00-99ce-15c927bb71c0,30.11.2002
736025cf-5d02-492c-aac6-749321f13113,Bili,Work,01.07.1993,Sweden,1.64,151.45,0,87,c8b20b59-51b1-4f8b-a3eb-26e207287184,01.07.2001
5ad44df6-da17-476b-84f4-2626e119f59e,Rolando,Arcase,04.03.2000,China,1.87,83.24,0,88,05d02e85-9789-441d-b28f-689c6511cf7e,04.03.2008
8159e84b-f79e-4737-9325-49d015b3c6e5,Goldie,Urling,23.02.1986,United States,1.77,152.99,2,89,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,23.02.1994
23a781d8-0999-4c6c-adc6-1eee5131fc05,Betti,Kamenar,31.10.1996,Canada,1.12,144.74,2,90,a621843d-fee4-4f59-82b2-62a0cf74549f,31.10.2004
b871ed41-ec8d-4d90-9c92-22e2712e3868,Janenna,Ginie,13.02.2002,China,1.65,97.42,2,91,26cc1c37-325f-473c-84cb-f3db7140369c,13.02.2010
db7f7495-5014-4a1b-9c18-5eee4c7dedec,Dari,Luetkemeyers,08.09.1991,Lesotho,1.99,105.31,1,92,52d36a44-a02a-4729-9ffc-9a1241623042,08.09.1999
681fea18-5ad6-44fb-b6a8-abf647a8e785,Jacquenette,Hold,25.03.1990,Bulgaria,1.15,186.36,2,93,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,25.03.1998
4ae3ca56-d5d8-4a99-9191-b2b3d7834108,Mahalia,Jakubczyk,13.01.1999,China,1.35,166.02,0,94,f74c7855-407a-4989-9079-1e0e98ed1232,13.01.2007
677e0e19-cffe-4f96-9677-d52c716d3e6b,Jillene,Ewols,30.07.2004,Germany,1.65,158.76,1,95,815baa9d-02cc-49ae-bf3e-0e8958712efb,30.07.2012
af03528c-54fc-412e-b7cf-1daa11a2781d,Heinrik,Zarfai,20.08.1994,Jamaica,1.54,159.4,1,96,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,20.08.2002
2d7ac269-c868-4871-a00d-35814d50e4b1,Dale,Pirelli,12.01.1993,South Africa,1.97,77.52,2,97,e089d826-6001-45ae-9c5f-0109c044c30b,12.01.2001
023333c5-1f38-4d48-8e8f-dbb9385d9d7d,Clio,Goskar,09.09.1999,Peru,1.75,103.52,1,98,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,09.09.2007
5b1ba67a-5026-4f80-9e80-1087ef165a21,Terri,Stiffell,03.03.2003,Afghanistan,1.56,103.48,2,99,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,03.03.2011
5d18ad86-0dd0-4e6f-9bbe-f91bc26a2141,Devina,Jindra,22.12.2005,China,1.2,136.17,0,100,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,22.12.2013
c2f93476-5b01-4e3f-a1ce-635314c0cdec,Bertie,Cisland,30.11.1992,China,1.15,69.4,2,101,b824de3c-cacf-4489-84ca-b7801cba3db7,30.11.2000
bdc85d34-3906-44b9-b037-0a045ebaf37b,Margaretta,MacTrustie,16.04.1991,China,1.25,82.21,1,102,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,16.04.1999
3509e577-8f8a-4e3e-97da-b3a73cfcbf33,Georgine,Janjic,22.07.1995,Indonesia,1.5,130.84,0,103,6240b294-5b27-4d32-b593-d0d73d57bce7,22.07.2003
60c0a323-9f44-4ba8-96ce-e615c33d75b8,Annaliese,Sobczak,27.09.2005,Malaysia,1.19,155.52,2,104,3748229b-f545-4303-a4f0-bf39565f86f2,27.09.2013
799ae971-6bb8-409e-9368-db37df7ce71c,Kort,Stanes,04.10.1987,Colombia,1.15,52.11,0,105,710fbb15-7b65-40f3-99f6-a7e990cb4b53,04.10.1995
a8fac60a-4093-4201-bc7a-8676a7365fb5,Kittie,Colisbe,13.04.2004,Thailand,1.9,52.82,1,106,5cf08038-6c03-4d00-99ce-15c927bb71c0,13.04.2012
5b179642-8540-4d89-8de1-d832858d122d,Jamil,Andrzejak,15.10.1990,Honduras,1.56,94.79,0,107,c8b20b59-51b1-4f8b-a3eb-26e207287184,15.10.1998
a4fbae3b-c99a-4586-9184-37880b2e646f,Cammy,Fairest,19.05.1989,United States,1.19,63.57,0,108,05d02e85-9789-441d-b28f-689c6511cf7e,19.05.1997
e5e9dfe8-e988-4aa5-9329-9b13949ae2a2,Dolores,Coster,27.04.1994,Peru,1.79,124.52,0,109,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,27.04.2002
dbbab9c8-1241-4893-bdeb-d44f8c6a23bc,Katerine,Hissie,01.02.1998,Sudan,1.3,85.96,1,110,a621843d-fee4-4f59-82b2-62a0cf74549f,01.02.2006
06a82fe8-1996-4ef7-b30c-000e77612f76,Ester,Gonzalo,03.11.1997,Martinique,1.73,111.08,2,111,26cc1c37-325f-473c-84cb-f3db7140369c,03.11.2005
9bc106f8-f5aa-4f99-a9d2-4726416284dc,Glenn,Coard,01.08.1985,Philippines,1.32,178.9,2,112,52d36a44-a02a-4729-9ffc-9a1241623042,01.08.1993
e38b57ee-d603-4622-b5d9-1ca2bf0fce48,Seka,Rodolf,19.12.2003,China,1.3,61.5,1,113,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,19.12.2011
3a94e9d2-5343-44d8-a150-1d6db70ff97c,Alexis,Iwanczyk,25.08.1995,Jamaica,1.77,162.42,2,114,f74c7855-407a-4989-9079-1e0e98ed1232,25.08.2003
27017c28-2a41-4f06-b9c5-72d4f29c6480,Sarene,Lidster,30.12.2002,Slovenia,1.71,90.39,2,115,815baa9d-02cc-49ae-bf3e-0e8958712efb,30.12.2010
70bf75c5-7f92-4ffc-b56b-3b877f905798,Meyer,McCrie,11.07.1997,Indonesia,1.96,51.9,2,116,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,11.07.2005
513f79ce-d7fe-475c-bb85-1af0f776f7e7,Kurtis,Clancey,11.06.1992,Poland,1.71,86.55,1,117,e089d826-6001-45ae-9c5f-0109c044c30b,11.06.2000
0d6baf0b-1cd2-4abb-981e-33ca8f098e3c,Zilvia,Proom,22.11.1998,Israel,1.93,170.72,2,118,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,22.11.2006
fb4a5b5c-9403-47fc-8662-717a089c648b,Flor,Wardel,11.01.1989,Ukraine,1.88,77.29,1,119,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,11.01.1997
d8e9729f-605b-49ef-af05-2d7b89e56981,Gerhardt,Cheasman,21.05.1986,Serbia,1.6,118.62,0,120,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,21.05.1994
eb36e06e-f284-4701-b71c-52655206182f,Eulalie,Stratten,19.05.1996,Kosovo,1.28,68.17,0,121,b824de3c-cacf-4489-84ca-b7801cba3db7,19.05.2004
36d175e7-2b7e-465d-a228-ea570ca47181,Gale,Meach,30.06.2005,China,1.73,51.96,1,122,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,30.06.2013
6618e40b-08cb-4ca4-9a20-f0532eafe5b0,Arliene,Frounks,16.02.2005,France,1.05,66.54,0,123,6240b294-5b27-4d32-b593-d0d73d57bce7,16.02.2013
de18bd35-653b-49ac-8a9f-8030eb03f947,Berton,Cowan,16.08.1986,Indonesia,1.8,169.73,1,124,3748229b-f545-4303-a4f0-bf39565f86f2,16.08.1994
0f338f2a-4c54-4db4-b778-e882c716ae2b,Franklin,Briatt,08.08.2001,Japan,1.03,78.85,0,125,710fbb15-7b65-40f3-99f6-a7e990cb4b53,08.08.2009
0c86024b-40cd-4879-9c56-f370521449ac,Ulberto,Ennals,28.08.1995,Greece,1.74,139.41,2,126,5cf08038-6c03-4d00-99ce-15c927bb71c0,28.08.2003
39bf1c10-59f3-406c-8fbc-371abb147f29,Silas,Ucchino,08.04.2001,Haiti,1.31,97.38,0,127,c8b20b59-51b1-4f8b-a3eb-26e207287184,08.04.2009
7c702b3a-fba9-42f8-ab6c-4537e65dc44d,Charles,Coughan,06.09.1996,Mexico,1.18,165.92,2,128,05d02e85-9789-441d-b28f-689c6511cf7e,06.09.2004
1d05e48e-9217-4951-9184-50cb7f6b8fbf,Dottie,Curtin,13.02.1992,Lebanon,1.49,191.88,1,129,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,13.02.2000
a94a75a1-27f9-4148-935c-e1ec81efb6e5,Willabella,Mallender,19.05.1985,Brazil,1.94,120.72,2,130,a621843d-fee4-4f59-82b2-62a0cf74549f,19.05.1993
944d44b1-b5e1-45d9-aeb8-a79228d00abd,Corena,Laboune,14.04.1986,Vietnam,1.67,176.14,1,131,26cc1c37-325f-473c-84cb-f3db7140369c,14.04.1994
94652b30-fccc-4684-ac55-ee9e8ad85570,Art,Cornewall,29.09.1990,Russia,1.76,55.99,2,132,52d36a44-a02a-4729-9ffc-9a1241623042,29.09.1998
c6f8785a-88ba-4156-a956-de0e27270876,Anita,Simanek,28.12.2002,Sweden,1.67,132.46,1,133,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,28.12.2010
4c3fd939-9563-438f-a4d0-631a5f2de6bb,Concettina,Billett,12.01.1986,Libya,1.6,82.79,1,134,f74c7855-407a-4989-9079-1e0e98ed1232,12.01.1994
0827fd25-5f23-4011-ac93-d4b9e4577d86,Kyle,Constant,26.04.2001,China,1.22,72.43,1,135,815baa9d-02cc-49ae-bf3e-0e8958712efb,26.04.2009
23fd63a7-b384-41ab-8c3f-f1582ffc0bf9,Roxanna,Prazor,27.04.2005,Kazakhstan,1.99,109.45,2,136,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,27.04.2013
747056b3-307e-420a-a223-404075d6bd20,Winfield,Blench,04.05.2000,Tanzania,1.64,197.14,0,137,e089d826-6001-45ae-9c5f-0109c044c30b,04.05.2008
137a4e5b-10d2-49e6-9b9a-8de82f60e161,Sheffield,Weatherell,22.05.1993,Czech Republic,1.01,109.81,0,138,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,22.05.2001
9b4dbad8-5b03-476d-a1e8-f3fb92479d59,Silvano,Schole,10.01.1997,France,1.36,198.72,2,139,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,10.01.2005
88913a9a-60e6-4e42-a19b-08ed62f62346,Celie,Cawsby,16.09.1990,Indonesia,1.8,162.5,2,140,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,16.09.1998
a99755ed-29b5-4fac-ad4b-b1999ef95abe,Gerrard,Gerant,07.06.2001,North Korea,1.92,199.17,0,141,b824de3c-cacf-4489-84ca-b7801cba3db7,07.06.2009
f166b055-3dcd-401f-b56b-15ccc240a833,Caralie,Flott,17.01.1991,Bulgaria,1.75,123.63,0,142,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,17.01.1999
3a59234e-8b17-4b4d-9add-74d436c95edd,Allyce,Nice,19.04.1991,Russia,1.97,104.14,0,143,6240b294-5b27-4d32-b593-d0d73d57bce7,19.04.1999
a5fa3076-f1f4-420e-b697-c65ebf6720ac,Linet,Ovesen,20.01.1987,Israel,1.22,61.94,0,144,3748229b-f545-4303-a4f0-bf39565f86f2,20.01.1995
6aa3665e-8bd0-4af2-9b11-2de6b183b0b5,Anthony,Comini,10.05.1986,China,1.97,60.08,2,145,710fbb15-7b65-40f3-99f6-a7e990cb4b53,10.05.1994
df39315e-6e4b-4e3f-b2b8-4deb519e2a67,Tami,Utterson,25.02.2000,South Africa,1.94,188.13,1,146,5cf08038-6c03-4d00-99ce-15c927bb71c0,25.02.2008
